scenario,trade_id,leg_id,leg_type,cf_type,pnl_class,currency,contract_date,fixing_date,due_date_contractual,settle_date,amount_ccy,fx_rate_used,fx_rule,amount_inr,amount_inr_est_at_trade_date,date_rule,weakest_input_flag,event_ids,formula,label,written_by
PLANNED_AT_TRADE_DATE,T03,MCX:T03-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-03-23,2022-03-28,2022-03-28,2022-03-28,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
PLANNED_AT_TRADE_DATE,T03,MCX:T03-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-03-23,2022-03-28,2022-03-28,2022-03-28,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
PLANNED_AT_TRADE_DATE,T03,MCX:T03-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-03-23,2022-03-29,2022-03-29,2022-03-29,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
PLANNED_AT_TRADE_DATE,T03,MCX:T03-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-03-23,2022-03-29,2022-03-29,2022-03-29,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
PLANNED_AT_TRADE_DATE,T03,MCX:T03-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-03-23,2022-03-30,2022-03-30,2022-03-30,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
PLANNED_AT_TRADE_DATE,T03,MCX:T03-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-03-23,2022-03-30,2022-03-30,2022-03-30,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
PLANNED_AT_TRADE_DATE,T03,MCX:T03-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-03-23,2022-03-31,2022-03-31,2022-03-31,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
PLANNED_AT_TRADE_DATE,T03,MCX:T03-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-03-23,2022-03-31,2022-03-31,2022-03-31,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
PLANNED_AT_TRADE_DATE,T03,MCX:T03-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-03-23,2022-04-01,2022-04-01,2022-04-01,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
PLANNED_AT_TRADE_DATE,T03,MCX:T03-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-03-23,2022-04-01,2022-04-01,2022-04-01,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
PLANNED_AT_TRADE_DATE,T03,MCX:T03-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-03-23,2022-04-04,2022-04-04,2022-04-04,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
PLANNED_AT_TRADE_DATE,T03,MCX:T03-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-03-23,2022-04-04,2022-04-04,2022-04-04,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
PLANNED_AT_TRADE_DATE,T03,MCX:T03-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-03-23,2022-04-05,2022-04-05,2022-04-05,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
PLANNED_AT_TRADE_DATE,T03,MCX:T03-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-03-23,2022-04-05,2022-04-05,2022-04-05,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
PLANNED_AT_TRADE_DATE,T03,MCX:T03-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-03-23,2022-04-06,2022-04-06,2022-04-06,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
PLANNED_AT_TRADE_DATE,T03,MCX:T03-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-03-23,2022-04-06,2022-04-06,2022-04-06,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
PLANNED_AT_TRADE_DATE,T03,MCX:T03-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-03-23,2022-04-07,2022-04-07,2022-04-07,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
PLANNED_AT_TRADE_DATE,T03,MCX:T03-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-03-23,2022-04-07,2022-04-07,2022-04-07,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
PLANNED_AT_TRADE_DATE,T03,MCX:T03-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-03-23,2022-04-08,2022-04-08,2022-04-08,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
PLANNED_AT_TRADE_DATE,T03,MCX:T03-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-03-23,2022-04-08,2022-04-08,2022-04-08,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
PLANNED_AT_TRADE_DATE,T03,MCX:T03-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-03-23,2022-04-11,2022-04-11,2022-04-11,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
PLANNED_AT_TRADE_DATE,T03,MCX:T03-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-03-23,2022-04-11,2022-04-11,2022-04-11,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
PLANNED_AT_TRADE_DATE,T03,MCX:T03-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-03-23,2022-04-12,2022-04-12,2022-04-12,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
PLANNED_AT_TRADE_DATE,T03,MCX:T03-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-03-23,2022-04-12,2022-04-12,2022-04-12,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
PLANNED_AT_TRADE_DATE,T03,INSURANCE:L1,INSURANCE,INSURANCE,PNL,USD,2022-03-23,2022-04-13,2022-04-13,2022-04-13,-1630.2,76.5821,CIP forward to the settle date,-124844.07,-124844.07,roll following on the LME panel calendar,ASSUMPTION,,-insurance_rate x insured_value_uplift x cfr_value_usd,,P3
PLANNED_AT_TRADE_DATE,T03,MCX:T03-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-03-23,2022-04-13,2022-04-13,2022-04-13,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
PLANNED_AT_TRADE_DATE,T03,MCX:T03-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-03-23,2022-04-13,2022-04-13,2022-04-13,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
PLANNED_AT_TRADE_DATE,T03,PSIC:L1,PSIC,PSIC,PNL,USD,2022-03-23,2022-04-13,2022-04-13,2022-04-13,-1200.0,76.5821,CIP forward to the settle date,-91898.47,-91898.47,roll following on the LME panel calendar,ASSUMPTION,,-psic_cost_usd_per_box x boxes,,P3
PLANNED_AT_TRADE_DATE,T03,MCX:T03-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-03-23,2022-04-14,2022-04-14,2022-04-14,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
PLANNED_AT_TRADE_DATE,T03,MCX:T03-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-03-23,2022-04-14,2022-04-14,2022-04-14,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
PLANNED_AT_TRADE_DATE,T03,DUTY:L1,CUSTOMS_DUTY,CUSTOMS_DUTY,PNL,INR,2022-03-23,2022-04-19,2022-04-19,2022-04-19,-3137506.97,1.0,n/a (INR flow),-3137506.97,-3137506.97,roll following on the LME panel calendar,DIRECT,,-assessable_inr x bcd_scrap_hs7602 x (1 + sws_rate_on_bcd),,P3
PLANNED_AT_TRADE_DATE,T03,IGST:L1,IGST_IMPORT,IGST_IMPORT,BS,INR,2022-03-23,2022-04-19,2022-04-19,2022-04-19,-21101160.48,1.0,n/a (INR flow),-21101160.48,-21101160.48,roll following on the LME panel calendar,DIRECT,,-(assessable + duty) x igst_rate_hs7602,,P3
PLANNED_AT_TRADE_DATE,T03,MCX:T03-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-03-23,2022-04-19,2022-04-19,2022-04-19,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
PLANNED_AT_TRADE_DATE,T03,MCX:T03-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-03-23,2022-04-19,2022-04-19,2022-04-19,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
PLANNED_AT_TRADE_DATE,T03,BILL_COMMISSION:L1,IMPORT_BILL_COMMISSION,IMPORT_BILL_COMMISSION,PNL,USD,2022-03-23,2022-04-20,2022-04-20,2022-04-20,-1778.4,76.63,CIP forward to the settle date,-136278.72,-136278.72,roll following on the LME panel calendar,DIRECT,,-import_bill_commission_frac x bill_usd,,P3
PLANNED_AT_TRADE_DATE,T03,FX:T03-FX-1,FX_FORWARD,FX_FORWARD,PNL,INR,2022-03-23,2022-04-20,2022-04-20,2022-04-20,-148200.0,1.0,n/a (INR flow),-148200.0,-148200.0,roll following on the LME panel calendar,PROXY,,"sign x notional x (X(tau, value_date) - K)",,P3
PLANNED_AT_TRADE_DATE,T03,MCX:T03-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-03-23,2022-04-20,2022-04-20,2022-04-20,21142474.62,1.0,n/a (INR flow),21142474.62,21142474.62,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
PLANNED_AT_TRADE_DATE,T03,MCX:T03-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-03-23,2022-04-20,2022-04-20,2022-04-20,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
PLANNED_AT_TRADE_DATE,T03,PURCHASE:L1,PURCHASE_INVOICE,PURCHASE_INVOICE,PNL,USD,2022-03-23,,2022-04-20,2022-04-20,-1482000.0,76.63,CIP forward to the settle date,-113565599.32,-113565599.32,roll following on the LME panel calendar,SIM,,-q_bl x price_usd_t,,P3
PLANNED_AT_TRADE_DATE,T03,INSURANCE:L2,INSURANCE,INSURANCE,PNL,USD,2022-03-23,2022-04-22,2022-04-22,2022-04-22,-1630.2,76.6436,CIP forward to the settle date,-124944.47,-124944.47,roll following on the LME panel calendar,ASSUMPTION,,-insurance_rate x insured_value_uplift x cfr_value_usd,,P3
PLANNED_AT_TRADE_DATE,T03,PSIC:L2,PSIC,PSIC,PNL,USD,2022-03-23,2022-04-22,2022-04-22,2022-04-22,-1200.0,76.6436,CIP forward to the settle date,-91972.37,-91972.37,roll following on the LME panel calendar,ASSUMPTION,,-psic_cost_usd_per_box x boxes,,P3
PLANNED_AT_TRADE_DATE,T03,DUTY:L2,CUSTOMS_DUTY,CUSTOMS_DUTY,PNL,INR,2022-03-23,2022-04-28,2022-04-28,2022-04-28,-3137506.97,1.0,n/a (INR flow),-3137506.97,-3137506.97,roll following on the LME panel calendar,DIRECT,,-assessable_inr x bcd_scrap_hs7602 x (1 + sws_rate_on_bcd),,P3
PLANNED_AT_TRADE_DATE,T03,IGST:L2,IGST_IMPORT,IGST_IMPORT,BS,INR,2022-03-23,2022-04-28,2022-04-28,2022-04-28,-21101160.48,1.0,n/a (INR flow),-21101160.48,-21101160.48,roll following on the LME panel calendar,DIRECT,,-(assessable + duty) x igst_rate_hs7602,,P3
PLANNED_AT_TRADE_DATE,T03,PORT:L1,PORT_CHARGES,PORT_CHARGES,PNL,INR,2022-03-23,,2022-04-28,2022-04-28,-1200000.0,1.0,n/a (INR flow),-1200000.0,-1200000.0,roll following on the LME panel calendar,ASSUMPTION,,-port_cf_charges_inr_t x base_payload x cleared boxes,,P3
PLANNED_AT_TRADE_DATE,T03,BILL_COMMISSION:L2,IMPORT_BILL_COMMISSION,IMPORT_BILL_COMMISSION,PNL,USD,2022-03-23,2022-04-29,2022-04-29,2022-04-29,-1778.4,76.6915,CIP forward to the settle date,-136388.22,-136388.22,roll following on the LME panel calendar,DIRECT,,-import_bill_commission_frac x bill_usd,,P3
PLANNED_AT_TRADE_DATE,T03,FX:T03-FX-2,FX_FORWARD,FX_FORWARD,PNL,INR,2022-03-23,2022-04-29,2022-04-29,2022-04-29,-148200.0,1.0,n/a (INR flow),-148200.0,-148200.0,roll following on the LME panel calendar,PROXY,,"sign x notional x (X(tau, value_date) - K)",,P3
PLANNED_AT_TRADE_DATE,T03,PURCHASE:L2,PURCHASE_INVOICE,PURCHASE_INVOICE,PNL,USD,2022-03-23,,2022-04-29,2022-04-29,-1482000.0,76.6915,CIP forward to the settle date,-113656850.31,-113656850.31,roll following on the LME panel calendar,SIM,,-q_bl x price_usd_t,,P3
PLANNED_AT_TRADE_DATE,T03,PORT:L2,PORT_CHARGES,PORT_CHARGES,PNL,INR,2022-03-23,,2022-05-09,2022-05-09,-1200000.0,1.0,n/a (INR flow),-1200000.0,-1200000.0,roll following on the LME panel calendar,ASSUMPTION,,-port_cf_charges_inr_t x base_payload x cleared boxes,,P3
PLANNED_AT_TRADE_DATE,T03,IGST:L1,IGST_CREDIT,IGST_CREDIT,BS,INR,2022-03-23,2022-04-19,2022-06-06,2022-06-06,21101160.48,1.0,n/a (INR flow),21101160.48,21101160.48,roll following on the LME panel calendar,DIRECT,,+(assessable + duty) x igst_rate at igst_credit_lag_days,,P3
PLANNED_AT_TRADE_DATE,T03,IGST:L2,IGST_CREDIT,IGST_CREDIT,BS,INR,2022-03-23,2022-04-28,2022-06-13,2022-06-13,21101160.48,1.0,n/a (INR flow),21101160.48,21101160.48,roll following on the LME panel calendar,DIRECT,,+(assessable + duty) x igst_rate at igst_credit_lag_days,,P3
PLANNED_AT_TRADE_DATE,T04,MCX:T04-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-04-06,2022-04-06,2022-04-06,2022-04-06,-12327038.17,1.0,n/a (INR flow),-12327038.17,-12327038.17,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
PLANNED_AT_TRADE_DATE,T04,MCX:T04-MCX-1,MCX_SLIPPAGE,MCX_SLIPPAGE,PNL,INR,2022-04-06,,2022-04-06,2022-04-06,-43500.0,1.0,n/a (INR flow),-43500.0,-43500.0,roll following on the LME panel calendar,ASSUMPTION,,-lots x lot_kg x mcx_slippage_ticks x tick,,P3
PLANNED_AT_TRADE_DATE,T04,MCX:T04-MCX-1,MCX_TRANSACTION_COST,MCX_TRANSACTION_COST,PNL,INR,2022-04-06,2022-04-06,2022-04-06,2022-04-06,-36968.06,1.0,n/a (INR flow),-36968.06,-36968.06,roll following on the LME panel calendar,ASSUMPTION,,-lots x lot_kg x fill x mcx_txn_cost_frac,,P3
PLANNED_AT_TRADE_DATE,T04,MCX:T04-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-04-06,2022-04-06,2022-04-06,2022-04-06,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(entry) - entry settle) = 0 by construction,,P3
PLANNED_AT_TRADE_DATE,T04,MCX:T04-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-04-06,2022-04-07,2022-04-07,2022-04-07,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
PLANNED_AT_TRADE_DATE,T04,MCX:T04-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-04-06,2022-04-07,2022-04-07,2022-04-07,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
PLANNED_AT_TRADE_DATE,T04,MCX:T04-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-04-06,2022-04-08,2022-04-08,2022-04-08,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
PLANNED_AT_TRADE_DATE,T04,MCX:T04-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-04-06,2022-04-08,2022-04-08,2022-04-08,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
PLANNED_AT_TRADE_DATE,T04,MCX:T04-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-04-06,2022-04-11,2022-04-11,2022-04-11,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
PLANNED_AT_TRADE_DATE,T04,MCX:T04-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-04-06,2022-04-11,2022-04-11,2022-04-11,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
PLANNED_AT_TRADE_DATE,T04,MCX:T04-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-04-06,2022-04-12,2022-04-12,2022-04-12,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
PLANNED_AT_TRADE_DATE,T04,MCX:T04-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-04-06,2022-04-12,2022-04-12,2022-04-12,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
PLANNED_AT_TRADE_DATE,T04,MCX:T04-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-04-06,2022-04-13,2022-04-13,2022-04-13,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
PLANNED_AT_TRADE_DATE,T04,MCX:T04-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-04-06,2022-04-13,2022-04-13,2022-04-13,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
PLANNED_AT_TRADE_DATE,T04,MCX:T04-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-04-06,2022-04-14,2022-04-14,2022-04-14,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
PLANNED_AT_TRADE_DATE,T04,MCX:T04-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-04-06,2022-04-14,2022-04-14,2022-04-14,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
PLANNED_AT_TRADE_DATE,T04,MCX:T04-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-04-06,2022-04-19,2022-04-19,2022-04-19,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
PLANNED_AT_TRADE_DATE,T04,MCX:T04-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-04-06,2022-04-19,2022-04-19,2022-04-19,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
PLANNED_AT_TRADE_DATE,T04,MCX:T04-MCX-1,MCX_INITIAL_MARGIN,MCX_INITIAL_MARGIN,BS,INR,2022-04-06,2022-04-20,2022-04-20,2022-04-20,12327038.17,1.0,n/a (INR flow),12327038.17,12327038.17,roll following on the LME panel calendar,PROXY,,-d(lots x lot_kg x F(s) x mcx_al_margin_used_frac),,P3
PLANNED_AT_TRADE_DATE,T04,MCX:T04-MCX-1,MCX_VARIATION_MARGIN,MCX_VARIATION_MARGIN,PNL,INR,2022-04-06,2022-04-20,2022-04-20,2022-04-20,-0.0,1.0,n/a (INR flow),-0.0,-0.0,roll following on the LME panel calendar,PROXY,,direction x lots x lot_kg x (F(s) - F(s-1)),,P3
PLANNED_AT_TRADE_DATE,T04,FREIGHT:L1,FREIGHT,FREIGHT,PNL,USD,2022-04-06,2022-04-14,2022-04-27,2022-04-27,-59005.8,75.9763,CIP forward to the settle date,-4483045.21,-4483045.21,roll following on the LME panel calendar,ASSUMPTION,,"-boxes x (fixture rate once booked, else market box rate)",,P3
PLANNED_AT_TRADE_DATE,T04,INSURANCE:L1,INSURANCE,INSURANCE,PNL,USD,2022-04-06,2022-04-27,2022-04-27,2022-04-27,-1735.04,75.9763,CIP forward to the settle date,-131821.73,-131821.73,roll following on the LME panel calendar,ASSUMPTION,,-insurance_rate x insured_value_uplift x cfr_value_usd,,P3
PLANNED_AT_TRADE_DATE,T04,BILL_COMMISSION:L1,IMPORT_BILL_COMMISSION,IMPORT_BILL_COMMISSION,PNL,USD,2022-04-06,2022-05-04,2022-05-04,2022-05-04,-1821.96,76.0235,CIP forward to the settle date,-138511.79,-138511.79,roll following on the LME panel calendar,DIRECT,,-import_bill_commission_frac x bill_usd,,P3
PLANNED_AT_TRADE_DATE,T04,FREIGHT:L2,FREIGHT,FREIGHT,PNL,USD,2022-04-06,2022-04-14,2022-05-04,2022-05-04,-59005.8,76.0235,CIP forward to the settle date,-4485827.82,-4485827.82,roll following on the LME panel calendar,ASSUMPTION,,"-boxes x (fixture rate once booked, else market box rate)",,P3
PLANNED_AT_TRADE_DATE,T04,FX:T04-FX-1,FX_FORWARD,FX_FORWARD,PNL,INR,2022-04-06,2022-05-04,2022-05-04,2022-05-04,-151830.0,1.0,n/a (INR flow),-151830.0,-151830.0,roll following on the LME panel calendar,PROXY,,"sign x notional x (X(tau, value_date) - K)",,P3
PLANNED_AT_TRADE_DATE,T04,INSURANCE:L2,INSURANCE,INSURANCE,PNL,USD,2022-04-06,2022-05-04,2022-05-04,2022-05-04,-1735.04,76.0235,CIP forward to the settle date,-131903.55,-131903.55,roll following on the LME panel calendar,ASSUMPTION,,-insurance_rate x insured_value_uplift x cfr_value_usd,,P3
PLANNED_AT_TRADE_DATE,T04,PURCHASE:L1,PURCHASE_INVOICE,PURCHASE_INVOICE,PNL,USD,2022-04-06,,2022-05-04,2022-05-04,-1518300.0,76.0235,CIP forward to the settle date,-115426489.87,-115426489.87,roll following on the LME panel calendar,SIM,,-q_bl x price_usd_t,,P3
PLANNED_AT_TRADE_DATE,T04,BILL_COMMISSION:L2,IMPORT_BILL_COMMISSION,IMPORT_BILL_COMMISSION,PNL,USD,2022-04-06,2022-05-11,2022-05-11,2022-05-11,-1821.96,76.0707,CIP forward to the settle date,-138597.69,-138597.69,roll following on the LME panel calendar,DIRECT,,-import_bill_commission_frac x bill_usd,,P3
PLANNED_AT_TRADE_DATE,T04,FX:T04-FX-2,FX_FORWARD,FX_FORWARD,PNL,INR,2022-04-06,2022-05-11,2022-05-11,2022-05-11,-151830.0,1.0,n/a (INR flow),-151830.0,-151830.0,roll following on the LME panel calendar,PROXY,,"sign x notional x (X(tau, value_date) - K)",,P3
