series,dist,block,first_target,sample_end,n_obs,omega_pct2,alpha,beta,persistence,half_life_days,uncond_vol_daily_frac,nu,loglik,converged,boundary_fit
fx,t,2019-06-22/2019-06-28,2019-06-24,2019-06-21,371,0.00245951,0.02112459,0.96562894,0.98675353,51.9796,0.00430898,5.81106822,-169.2362218,True,False
fx,t,2019-06-29/2019-07-05,2019-07-01,2019-06-28,376,0.00504643,0.04337262,0.92707198,0.9704446,23.1042,0.00413213,5.83939194,-168.87785268,True,False
fx,t,2019-07-06/2019-07-12,2019-07-08,2019-07-05,381,0.00534352,0.04786302,0.92057652,0.96843953,21.6141,0.00411474,5.79388724,-168.98039114,True,False
fx,t,2019-07-13/2019-07-19,2019-07-15,2019-07-12,386,0.00538229,0.04977945,0.91808427,0.96786371,21.2205,0.00409247,5.83654013,-169.27355333,True,False
fx,t,2019-07-20/2019-07-26,2019-07-22,2019-07-19,391,0.00492459,0.05148989,0.91887927,0.97036916,23.0445,0.00407674,5.82153492,-168.7040324,True,False
fx,t,2019-07-27/2019-08-02,2019-07-29,2019-07-26,396,0.0040871,0.05720897,0.91871693,0.9759259,28.4443,0.00412033,5.65142976,-166.80446751,True,False
fx,t,2019-08-03/2019-08-09,2019-08-05,2019-08-02,401,0.00519541,0.05695004,0.91265946,0.9696095,22.4597,0.00413467,5.58399162,-170.06587469,True,False
fx,t,2019-08-10/2019-08-16,2019-08-12,2019-08-09,406,0.00496491,0.04807157,0.92560635,0.97367792,25.9852,0.00434306,4.88686726,-176.40373846,True,False
fx,t,2019-08-17/2019-08-23,2019-08-19,2019-08-16,411,0.00485748,0.04648853,0.92718651,0.97367505,25.9823,0.00429558,4.93583103,-178.36633771,True,False
fx,t,2019-08-24/2019-08-30,2019-08-27,2019-08-23,416,0.00494097,0.0466221,0.92589466,0.97251676,24.8725,0.00424006,5.0479436,-180.28145418,True,False
fx,t,2019-08-31/2019-09-06,2019-09-02,2019-08-30,420,0.00494965,0.04624865,0.92567837,0.97192703,24.3427,0.00419897,5.12146161,-181.41342028,True,False
fx,t,2019-09-07/2019-09-13,2019-09-09,2019-09-06,425,0.00494749,0.04667682,0.92577732,0.97245414,24.8152,0.00423803,5.25824943,-186.37038126,True,False
fx,t,2019-09-14/2019-09-20,2019-09-16,2019-09-13,430,0.0047229,0.0448254,0.92891236,0.97373776,26.0452,0.00424071,5.30859375,-189.22898807,True,False
fx,t,2019-09-21/2019-09-27,2019-09-23,2019-09-20,435,0.00495076,0.04890223,0.92468943,0.97359167,25.8992,0.00432978,5.36293648,-195.05180128,True,False
fx,t,2019-09-28/2019-10-04,2019-09-30,2019-09-27,440,0.004635,0.04448041,0.93027354,0.97475395,27.1076,0.00428477,5.33145776,-196.40310691,True,False
fx,t,2019-10-05/2019-10-11,2019-10-07,2019-10-04,445,0.00470602,0.04456648,0.92931794,0.97388442,26.1934,0.00424499,5.42148247,-198.50273765,True,False
fx,t,2019-10-12/2019-10-18,2019-10-14,2019-10-11,450,0.00588209,0.05217559,0.91396195,0.96613753,20.1209,0.0041678,5.34415179,-197.86560932,True,False
fx,t,2019-10-19/2019-10-25,2019-10-21,2019-10-18,455,0.00602491,0.05314897,0.91168744,0.9648364,19.3634,0.00413932,5.38818886,-198.81875874,True,False
fx,t,2019-10-26/2019-11-01,2019-10-28,2019-10-25,460,0.006289,0.0570369,0.90581235,0.96284925,18.3089,0.00411441,5.38855065,-198.77522363,True,False
fx,t,2019-11-02/2019-11-08,2019-11-04,2019-11-01,465,0.00640416,0.06280875,0.89917631,0.96198506,17.8847,0.00410444,5.3666545,-197.97853957,True,False
fx,t,2019-11-09/2019-11-15,2019-11-11,2019-11-08,470,0.0065162,0.06262297,0.89851205,0.96113503,17.4859,0.00409466,5.38619817,-198.96366521,True,False
fx,t,2019-11-16/2019-11-22,2019-11-18,2019-11-15,475,0.0068375,0.06176289,0.89682927,0.95859216,16.3905,0.00406357,5.5339499,-201.06784036,True,False
fx,t,2019-11-23/2019-11-29,2019-11-25,2019-11-22,480,0.00616278,0.06206321,0.90046512,0.96252833,18.1491,0.00405543,5.4474247,-199.99628141,True,False
fx,t,2019-11-30/2019-12-06,2019-12-02,2019-11-29,485,0.00599,0.06215982,0.90105491,0.96321474,18.4943,0.00403531,5.49093314,-200.10766025,True,False
fx,t,2019-12-07/2019-12-13,2019-12-09,2019-12-06,490,0.00579961,0.06173744,0.90237716,0.9641146,18.9669,0.00402013,5.51342275,-200.33625938,True,False
fx,t,2019-12-14/2019-12-20,2019-12-16,2019-12-13,495,0.005385,0.06208136,0.90435911,0.96644047,20.3057,0.00400576,5.52610761,-199.75511629,True,False
fx,t,2019-12-21/2019-12-27,2019-12-23,2019-12-20,500,0.00482629,0.06304814,0.90695225,0.97000039,22.7569,0.00401097,5.48639241,-198.68168328,True,False
fx,t,2019-12-28/2020-01-03,2019-12-30,2019-12-27,503,0.00443844,0.0642903,0.90832226,0.97261256,24.9608,0.00402568,5.45478,-197.72183711,True,False
fx,t,2020-01-04/2020-01-10,2020-01-06,2020-01-03,507,0.00444938,0.06392379,0.90882246,0.97274624,25.0849,0.00404051,5.39672516,-198.16146826,True,False
fx,t,2020-01-11/2020-01-17,2020-01-13,2020-01-10,512,0.00528533,0.06622918,0.90116874,0.96739793,20.9123,0.00402637,5.48032418,-200.92087101,True,False
fx,t,2020-01-18/2020-01-24,2020-01-20,2020-01-17,517,0.00437652,0.06152352,0.91130259,0.97282611,25.1597,0.00401318,5.4041912,-199.86591276,True,False
fx,t,2020-01-25/2020-01-31,2020-01-27,2020-01-24,522,0.00374245,0.0603824,0.91648056,0.97686296,29.6104,0.00402184,5.34303699,-198.54971613,True,False
fx,t,2020-02-01/2020-02-07,2020-02-03,2020-01-31,527,0.00404592,0.06030333,0.91426589,0.97456922,26.9082,0.00398868,5.42672463,-199.88892814,True,False
fx,t,2020-02-08/2020-02-14,2020-02-10,2020-02-07,532,0.0036866,0.05854281,0.918186,0.97672881,29.4377,0.00398019,5.41288523,-199.55773161,True,False
fx,t,2020-02-15/2020-02-21,2020-02-17,2020-02-14,537,0.00308071,0.05714795,0.92355569,0.98070365,35.5735,0.00399565,5.35188227,-198.07318863,True,False
fx,t,2020-02-22/2020-02-28,2020-02-24,2020-02-21,542,0.00314868,0.05664505,0.92349243,0.98013748,34.5495,0.0039815,5.36750756,-198.65756361,True,False
fx,t,2020-02-29/2020-03-06,2020-03-02,2020-02-28,547,0.00342299,0.05686705,0.92216243,0.97902948,32.7056,0.00404016,5.22968741,-201.32825789,True,False
fx,t,2020-03-07/2020-03-13,2020-03-09,2020-03-06,552,0.00453163,0.06669626,0.9058859,0.97258216,24.9327,0.00406547,5.32139535,-206.16230091,True,False
fx,t,2020-03-14/2020-03-20,2020-03-16,2020-03-13,557,0.005352,0.07834882,0.89058214,0.96893096,21.9615,0.00415044,5.49328072,-212.26947017,True,False
fx,t,2020-03-21/2020-03-27,2020-03-23,2020-03-20,562,0.00527214,0.07962219,0.89137072,0.97099291,23.5475,0.00426326,5.36168788,-217.52661887,True,False
fx,t,2020-03-28/2020-04-03,2020-03-30,2020-03-27,567,0.00542081,0.092668,0.88205957,0.97472758,27.079,0.00463136,5.25226131,-226.92490077,True,False
fx,t,2020-04-04/2020-04-10,2020-04-06,2020-04-03,572,0.00538921,0.08775713,0.88591107,0.9736682,25.9755,0.004524,5.21282367,-230.63834931,True,False
fx,t,2020-04-11/2020-04-17,2020-04-14,2020-04-09,576,0.00523012,0.08704752,0.88753818,0.9745857,26.9258,0.00453645,5.25484053,-234.3609573,True,False
fx,t,2020-04-18/2020-04-24,2020-04-20,2020-04-17,580,0.00524767,0.08633949,0.88748975,0.97382923,26.1374,0.00447791,5.32575802,-237.07953733,True,False
fx,t,2020-04-25/2020-05-01,2020-04-27,2020-04-24,585,0.00516434,0.08537431,0.88845174,0.97382605,26.1342,0.00444194,5.4131459,-240.47809956,True,False
fx,t,2020-05-02/2020-05-08,2020-05-04,2020-05-01,590,0.00508357,0.08368512,0.89032551,0.97401063,26.3223,0.00442269,5.42027811,-243.50070774,True,False
fx,t,2020-05-09/2020-05-15,2020-05-11,2020-05-07,594,0.005093,0.08274787,0.89099577,0.97374364,26.0511,0.00440423,5.39107097,-245.72647857,True,False
fx,t,2020-05-16/2020-05-22,2020-05-18,2020-05-15,599,0.00475311,0.08013148,0.8959832,0.97611468,28.6718,0.00446091,5.38763185,-249.78571588,True,False
fx,t,2020-05-23/2020-05-29,2020-05-26,2020-05-22,604,0.00501943,0.08049184,0.89318362,0.97367546,25.9827,0.00436663,5.38965179,-250.81154491,True,False
fx,t,2020-05-30/2020-06-05,2020-06-01,2020-05-29,608,0.0051207,0.08091151,0.89164855,0.97256006,24.9123,0.00431989,5.43531416,-251.80221453,True,False
fx,t,2020-06-06/2020-06-12,2020-06-08,2020-06-05,613,0.0052588,0.08201568,0.88920498,0.97122066,23.7366,0.00427468,5.45333586,-252.38000292,True,False
fx,t,2020-06-13/2020-06-19,2020-06-15,2020-06-12,618,0.00543291,0.08492888,0.88501975,0.96994863,22.7171,0.00425191,5.41571456,-251.88817959,True,False
fx,t,2020-06-20/2020-06-26,2020-06-22,2020-06-19,623,0.00546969,0.08727267,0.88215984,0.96943251,22.3276,0.00423011,5.43790343,-251.23753887,True,False
fx,t,2020-06-27/2020-07-03,2020-06-29,2020-06-26,628,0.00538605,0.08364905,0.88642042,0.97006947,22.8102,0.00424207,5.32909522,-253.06712143,True,False
fx,t,2020-07-04/2020-07-10,2020-07-06,2020-07-03,633,0.00536759,0.0810297,0.89069157,0.97172126,24.163,0.00435672,5.04969675,-256.65339639,True,False
fx,t,2020-07-11/2020-07-17,2020-07-13,2020-07-10,638,0.00524515,0.07897236,0.89268839,0.97166075,24.1107,0.00430214,5.06988351,-257.3722999,True,False
fx,t,2020-07-18/2020-07-24,2020-07-20,2020-07-17,643,0.00520534,0.07818039,0.89312458,0.97130497,23.8074,0.00425913,5.11418248,-258.13167804,True,False
fx,t,2020-07-25/2020-07-31,2020-07-27,2020-07-24,648,0.00515924,0.07780115,0.89331731,0.97111847,23.6514,0.00422652,5.14023929,-258.53366621,True,False
fx,t,2020-08-01/2020-08-07,2020-08-03,2020-07-31,653,0.00502813,0.07984028,0.89199896,0.97183924,24.2657,0.00422553,5.09128919,-257.1140223,True,False
fx,t,2020-08-08/2020-08-14,2020-08-10,2020-08-07,658,0.00502323,0.07764883,0.89385045,0.97149929,23.9721,0.00419821,5.12379908,-258.61418146,True,False
fx,t,2020-08-15/2020-08-21,2020-08-17,2020-08-14,663,0.00497162,0.07698206,0.89452638,0.97150844,23.9799,0.00417725,5.14519094,-259.15556023,True,False
fx,t,2020-08-22/2020-08-28,2020-08-24,2020-08-21,668,0.00497308,0.07659915,0.89436206,0.97096121,23.5214,0.00413831,5.22107726,-259.5265402,True,False
fx,t,2020-08-29/2020-09-04,2020-09-01,2020-08-28,673,0.00553214,0.08036781,0.89019956,0.97056737,23.202,0.00433543,5.01066818,-268.43372107,True,False
fx,t,2020-09-05/2020-09-11,2020-09-07,2020-09-04,677,0.00557017,0.08116851,0.8888497,0.97001821,22.7706,0.00431028,5.1022836,-271.06175545,True,False
fx,t,2020-09-12/2020-09-18,2020-09-14,2020-09-11,682,0.00559661,0.08132195,0.88816453,0.96948648,22.3677,0.00428269,5.16697374,-273.89668713,True,False
fx,t,2020-09-19/2020-09-25,2020-09-21,2020-09-18,687,0.00586358,0.0817094,0.88525682,0.96696622,20.6345,0.00421311,5.10577648,-273.31031153,True,False
fx,t,2020-09-26/2020-10-02,2020-09-28,2020-09-25,692,0.00592488,0.08152679,0.88481925,0.96634604,20.2478,0.00419587,5.11903059,-274.6421396,True,False
fx,t,2020-10-03/2020-10-09,2020-10-05,2020-10-02,697,0.00591956,0.08098685,0.88638113,0.96736798,20.8928,0.00425915,5.00517365,-277.90797795,True,False
fx,t,2020-10-10/2020-10-16,2020-10-12,2020-10-09,702,0.00587798,0.07982808,0.88703925,0.96686732,20.5718,0.00421197,5.01323949,-278.35400363,True,False
fx,t,2020-10-17/2020-10-23,2020-10-19,2020-10-16,707,0.00590288,0.0802247,0.88595644,0.96618114,20.1473,0.00417785,5.02260685,-278.27705365,True,False
fx,t,2020-10-24/2020-10-30,2020-10-26,2020-10-23,712,0.00587857,0.08173476,0.8843791,0.96611386,20.1066,0.00416509,5.00601586,-277.57342991,True,False
fx,t,2020-10-31/2020-11-06,2020-11-02,2020-10-30,717,0.00615808,0.08048811,0.88398974,0.96447784,19.1644,0.00416364,5.12180564,-283.03874006,True,False
fx,t,2020-11-07/2020-11-13,2020-11-09,2020-11-06,722,0.00601996,0.07889944,0.8860427,0.96494214,19.4229,0.00414385,5.09346681,-283.44621796,True,False
fx,t,2020-11-14/2020-11-20,2020-11-16,2020-11-13,727,0.00615259,0.07919442,0.88500256,0.96419697,19.0113,0.00414543,5.16634886,-287.17722984,True,False
fx,t,2020-11-21/2020-11-27,2020-11-23,2020-11-20,732,0.00609527,0.07863411,0.88542972,0.96406383,18.9396,0.00411842,5.15525344,-287.32930793,True,False
fx,t,2020-11-28/2020-12-04,2020-11-30,2020-11-27,737,0.00609116,0.07931588,0.88438122,0.9636971,18.7447,0.00409618,5.16098413,-287.01650168,True,False
fx,t,2020-12-05/2020-12-11,2020-12-07,2020-12-04,742,0.00597889,0.078498,0.88582477,0.96432276,19.0796,0.00409369,5.12644414,-287.46674301,True,False
fx,t,2020-12-12/2020-12-18,2020-12-14,2020-12-11,747,0.00584787,0.0789944,0.88594889,0.96494329,19.4235,0.00408426,5.12061507,-286.94660783,True,False
fx,t,2020-12-19/2020-12-25,2020-12-21,2020-12-18,752,0.00561456,0.0805929,0.88592988,0.96652277,20.3565,0.00409528,5.08440709,-285.6344651,True,False
fx,t,2020-12-26/2021-01-01,2020-12-29,2020-12-24,756,0.00584734,0.07770243,0.88733922,0.96504165,19.4792,0.00408982,5.07587769,-288.93627839,True,False
fx,t,2021-01-02/2021-01-08,2021-01-04,2020-12-31,759,0.00578352,0.07734467,0.88778897,0.96513363,19.5315,0.0040728,5.10149069,-289.03044045,True,False
fx,t,2021-01-09/2021-01-15,2021-01-11,2021-01-08,764,0.00565474,0.0769337,0.88865824,0.96559194,19.7963,0.00405393,5.11928424,-288.87578094,True,False
fx,t,2021-01-16/2021-01-22,2021-01-18,2021-01-15,769,0.00542209,0.07758363,0.8894287,0.96701233,20.6638,0.00405422,5.09692849,-287.78274306,True,False
fx,t,2021-01-23/2021-01-29,2021-01-25,2021-01-22,774,0.00520702,0.07826305,0.89004483,0.96830788,21.5228,0.0040534,5.09630853,-286.73120318,True,False
fx,t,2021-01-30/2021-02-05,2021-02-01,2021-01-29,779,0.00486699,0.08031845,0.89055663,0.97087508,23.4508,0.00408788,5.05364712,-284.77003491,True,False
fx,t,2021-02-06/2021-02-12,2021-02-08,2021-02-05,784,0.00456864,0.08043234,0.89246881,0.97290115,25.2303,0.00410599,5.03557044,-283.51288728,True,False
fx,t,2021-02-13/2021-02-19,2021-02-15,2021-02-12,789,0.00420592,0.08160124,0.89402084,0.97562208,28.0854,0.00415367,5.00653652,-281.59000378,True,False
fx,t,2021-02-20/2021-02-26,2021-02-22,2021-02-19,794,0.00411004,0.08099718,0.89507005,0.97606723,28.6143,0.00414406,5.01875461,-280.90741499,True,False
fx,t,2021-02-27/2021-03-05,2021-03-01,2021-02-26,799,0.00492692,0.08570113,0.88892261,0.97462374,26.9667,0.0044063,4.63950156,-288.13031314,True,False
fx,t,2021-03-06/2021-03-12,2021-03-08,2021-03-05,804,0.00492543,0.08532617,0.88885196,0.97417813,26.4953,0.00436745,4.6815246,-291.59331208,True,False
fx,t,2021-03-13/2021-03-19,2021-03-15,2021-03-12,809,0.00492485,0.08445439,0.88913917,0.97359355,25.901,0.00431859,4.71588554,-294.19531169,True,False
fx,t,2021-03-20/2021-03-26,2021-03-22,2021-03-19,814,0.0051382,0.08405747,0.88726254,0.97132001,23.8201,0.00423269,4.70032498,-294.27828139,True,False
fx,t,2021-03-27/2021-04-02,2021-03-29,2021-03-26,819,0.00550956,0.08715033,0.88130371,0.96845404,21.6242,0.00417914,4.69421859,-293.69769885,True,False
fx,t,2021-04-03/2021-04-09,2021-04-06,2021-04-01,823,0.00516096,0.08367556,0.88880175,0.97247731,24.8364,0.00433032,4.54513742,-299.06704638,True,False
fx,t,2021-04-10/2021-04-16,2021-04-12,2021-04-09,827,0.00507781,0.08375739,0.89050891,0.9742663,26.5873,0.00444209,4.45709589,-303.58653962,True,False
fx,t,2021-04-17/2021-04-23,2021-04-19,2021-04-16,832,0.00500005,0.08451553,0.8903185,0.97483403,27.195,0.00445739,4.51023012,-307.88012263,True,False
fx,t,2021-04-24/2021-04-30,2021-04-26,2021-04-23,837,0.004973,0.08457138,0.89005521,0.97462658,26.9698,0.0044271,4.56711896,-311.19290495,True,False
fx,t,2021-05-01/2021-05-07,2021-05-04,2021-04-30,842,0.00507806,0.08419177,0.8891354,0.97332718,25.6389,0.00436329,4.58224163,-312.68507439,True,False
fx,t,2021-05-08/2021-05-14,2021-05-10,2021-05-07,846,0.00527342,0.08505907,0.88654678,0.97160586,24.0634,0.00430955,4.59141237,-313.02264446,True,False
fx,t,2021-05-15/2021-05-21,2021-05-17,2021-05-14,851,0.0054849,0.08653377,0.88334479,0.96987856,22.6634,0.00426724,4.59932788,-313.17853816,True,False
fx,t,2021-05-22/2021-05-28,2021-05-24,2021-05-21,856,0.0054981,0.0863304,0.8830181,0.9693485,22.2654,0.00423526,4.62592241,-313.71662519,True,False
fx,t,2021-05-29/2021-06-04,2021-06-01,2021-05-28,861,0.00555621,0.08877784,0.88014012,0.96891796,21.9522,0.00422799,4.60715628,-312.37330057,True,False
fx,t,2021-06-05/2021-06-11,2021-06-07,2021-06-04,865,0.0055282,0.08661086,0.88198836,0.96859922,21.7258,0.00419587,4.65039634,-313.8856123,True,False
fx,t,2021-06-12/2021-06-18,2021-06-14,2021-06-11,870,0.00541001,0.08728393,0.88190364,0.96918757,22.1473,0.00419021,4.64548182,-312.86261897,True,False
fx,t,2021-06-19/2021-06-25,2021-06-21,2021-06-18,875,0.00550355,0.08609048,0.88410076,0.97019124,22.9048,0.00429684,4.48729494,-316.6709763,True,False
fx,t,2021-06-26/2021-07-02,2021-06-28,2021-06-25,880,0.00527251,0.08346753,0.88746882,0.97093635,23.501,0.00425926,4.46674565,-316.10901444,True,False
fx,t,2021-07-03/2021-07-09,2021-07-05,2021-07-02,885,0.00520174,0.0834009,0.88762153,0.97102243,23.5719,0.00423685,4.46036798,-315.28225864,True,False
fx,t,2021-07-10/2021-07-16,2021-07-12,2021-07-09,890,0.00531828,0.08239283,0.88748263,0.96987546,22.661,0.0042017,4.53144109,-318.4341106,True,False
fx,t,2021-07-17/2021-07-23,2021-07-19,2021-07-16,895,0.00511991,0.08269976,0.88839944,0.97109919,23.6354,0.00420898,4.47804285,-316.47331612,True,False
fx,t,2021-07-24/2021-07-30,2021-07-26,2021-07-23,900,0.00513578,0.0812789,0.88943512,0.97071402,23.3199,0.00418768,4.49994008,-318.30517087,True,False
fx,t,2021-07-31/2021-08-06,2021-08-02,2021-07-30,905,0.0049454,0.08274942,0.88939141,0.97214084,24.5322,0.00421324,4.45560812,-316.18694717,True,False
fx,t,2021-08-07/2021-08-13,2021-08-09,2021-08-06,910,0.0046828,0.08541317,0.88900501,0.97441818,26.7472,0.00427846,4.41020003,-313.70269473,True,False
fx,t,2021-08-14/2021-08-20,2021-08-16,2021-08-13,915,0.00452992,0.08579306,0.88949396,0.97528702,27.6999,0.00428137,4.42110889,-312.26111539,True,False
fx,t,2021-08-21/2021-08-27,2021-08-23,2021-08-20,920,0.00409616,0.08747511,0.8912954,0.97877052,32.3024,0.00439257,4.38433436,-309.51029136,True,False
fx,t,2021-08-28/2021-09-03,2021-08-31,2021-08-27,925,0.0044774,0.08675232,0.8891331,0.97588541,28.3959,0.00430897,4.4042065,-311.00545809,True,False
fx,t,2021-09-04/2021-09-10,2021-09-06,2021-09-03,929,0.00466898,0.08619195,0.88941111,0.97560306,28.0632,0.00437465,4.30158983,-314.42359273,True,False
fx,t,2021-09-11/2021-09-17,2021-09-13,2021-09-10,934,0.0045561,0.08477396,0.89121992,0.97599388,28.5258,0.00435648,4.29437481,-314.82242194,True,False
fx,t,2021-09-18/2021-09-24,2021-09-20,2021-09-17,939,0.00449553,0.08436056,0.89169577,0.97605633,28.6011,0.00433306,4.29988293,-314.78319757,True,False
fx,t,2021-09-25/2021-10-01,2021-09-27,2021-09-24,944,0.00442779,0.08443546,0.89176655,0.976202,28.7783,0.00431344,4.30861517,-314.02881985,True,False
fx,t,2021-10-02/2021-10-08,2021-10-04,2021-10-01,949,0.00443768,0.08373995,0.89188577,0.97562572,28.0896,0.00426689,4.34426455,-314.26019878,True,False
fx,t,2021-10-09/2021-10-15,2021-10-11,2021-10-08,954,0.00468318,0.08363426,0.88982714,0.97346139,25.7703,0.00420079,4.41952061,-316.94624062,True,False
fx,t,2021-10-16/2021-10-22,2021-10-18,2021-10-15,959,0.00479687,0.08374985,0.88894665,0.9726965,25.0386,0.00419151,4.43897485,-319.54889462,True,False
fx,t,2021-10-23/2021-10-29,2021-10-25,2021-10-22,964,0.00483057,0.08384348,0.88835029,0.97219377,24.5796,0.00416801,4.46379734,-320.82736854,True,False
fx,t,2021-10-30/2021-11-05,2021-11-01,2021-10-29,969,0.00481442,0.08353119,0.88835608,0.97188727,24.3078,0.00413829,4.49295384,-321.41008391,True,False
fx,t,2021-11-06/2021-11-12,2021-11-08,2021-11-05,974,0.00477806,0.0832967,0.88847317,0.97176987,24.2052,0.00411405,4.50932852,-321.20626947,True,False
fx,t,2021-11-13/2021-11-19,2021-11-15,2021-11-12,979,0.00470168,0.08372441,0.88836714,0.97209155,24.4883,0.00410448,4.51134556,-320.14796984,True,False
fx,t,2021-11-20/2021-11-26,2021-11-22,2021-11-19,984,0.00449135,0.08674708,0.88740258,0.97414966,26.4658,0.00416827,4.45741063,-317.27829866,True,False
fx,t,2021-11-27/2021-12-03,2021-11-29,2021-11-26,989,0.00452945,0.08687662,0.88717072,0.97404734,26.36,0.00417765,4.44018994,-317.19196374,True,False
fx,t,2021-12-04/2021-12-10,2021-12-06,2021-12-03,994,0.00445032,0.08627309,0.8879004,0.9741735,26.4905,0.0041511,4.46525164,-316.58933763,True,False
fx,t,2021-12-11/2021-12-17,2021-12-13,2021-12-10,999,0.00432086,0.08566765,0.88920004,0.97486769,27.2319,0.00414638,4.46742274,-315.76075797,True,False
fx,t,2021-12-18/2021-12-24,2021-12-20,2021-12-17,1004,0.00466242,0.08612106,0.88622858,0.97234963,24.7201,0.00410634,4.50591921,-318.5366923,True,False
fx,t,2021-12-25/2021-12-31,2021-12-29,2021-12-24,1009,0.0047589,0.0862467,0.88515422,0.97140092,23.8884,0.00407922,4.54688032,-320.12408845,True,False
fx,t,2022-01-01/2022-01-07,2022-01-04,2021-12-31,1012,0.00488812,0.08713657,0.88335247,0.97048904,23.1395,0.00406986,4.57726781,-321.90479918,True,False
fx,t,2022-01-08/2022-01-14,2022-01-10,2022-01-07,1016,0.00493226,0.08730606,0.88260802,0.96991408,22.6906,0.00404894,4.61279751,-323.15040875,True,False
fx,t,2022-01-15/2022-01-21,2022-01-17,2022-01-14,1021,0.00491817,0.08673859,0.88294152,0.96968011,22.5128,0.00402752,4.63647851,-324.04998845,True,False
fx,t,2022-01-22/2022-01-28,2022-01-24,2022-01-21,1026,0.00487263,0.08631051,0.88339206,0.96970257,22.5297,0.00401032,4.64267576,-324.10529461,True,False
fx,t,2022-01-29/2022-02-04,2022-01-31,2022-01-28,1031,0.00483902,0.08603026,0.88353278,0.96956304,22.4248,0.00398729,4.66673342,-324.00219618,True,False
fx,t,2022-02-05/2022-02-11,2022-02-07,2022-02-04,1036,0.00480906,0.0851594,0.88428592,0.96944532,22.3371,0.00396726,4.68850379,-324.44282909,True,False
fx,t,2022-02-12/2022-02-18,2022-02-14,2022-02-11,1041,0.00472559,0.0851338,0.88480535,0.96993915,22.7098,0.00396486,4.67681776,-323.53570798,True,False
fx,t,2022-02-19/2022-02-25,2022-02-21,2022-02-18,1046,0.00499433,0.08517129,0.88281349,0.96798479,21.3021,0.00394967,4.72936208,-327.34756268,True,False
fx,t,2022-02-26/2022-03-04,2022-02-28,2022-02-25,1051,0.00511681,0.08667706,0.8821093,0.96878635,21.8581,0.00404881,4.61285439,-332.35310603,True,False
fx,t,2022-03-05/2022-03-11,2022-03-07,2022-03-04,1056,0.00507005,0.08551963,0.88303434,0.96855397,21.694,0.00401535,4.64412372,-334.27394026,True,False
fx,t,2022-03-12/2022-03-18,2022-03-14,2022-03-11,1061,0.00508269,0.08650966,0.88222826,0.96873792,21.8237,0.00403216,4.66731718,-338.1921288,True,False
fx,t,2022-03-19/2022-03-25,2022-03-21,2022-03-18,1066,0.00506411,0.08581789,0.88256384,0.96838173,21.5739,0.00400205,4.7043184,-339.81438124,True,False
fx,t,2022-03-26/2022-04-01,2022-03-28,2022-03-25,1071,0.0050878,0.08548403,0.88227171,0.96775574,21.1483,0.00397227,4.72620115,-340.61517379,True,False
fx,t,2022-04-02/2022-04-08,2022-04-04,2022-04-01,1076,0.0050909,0.08515092,0.88229827,0.9674492,20.9458,0.00395473,4.73282349,-341.25239708,True,False
fx,t,2022-04-09/2022-04-15,2022-04-11,2022-04-08,1081,0.00499346,0.08384126,0.88450637,0.96834763,21.5503,0.00397189,4.75541622,-345.32033816,True,False
fx,t,2022-04-16/2022-04-22,2022-04-19,2022-04-14,1085,0.00500563,0.08359571,0.88434931,0.96794501,21.2752,0.00395168,4.74402389,-345.05087871,True,False
fx,t,2022-04-23/2022-04-29,2022-04-25,2022-04-22,1089,0.00497543,0.0829526,0.88493559,0.96788819,21.237,0.00393625,4.77888631,-346.24340992,True,False
fx,t,2022-04-30/2022-05-06,2022-05-03,2022-04-29,1094,0.0050178,0.08435955,0.88306497,0.96742452,20.9297,0.00392474,4.75696875,-344.762859,True,False
fx,t,2022-05-07/2022-05-13,2022-05-09,2022-05-06,1098,0.00505116,0.08316647,0.88454551,0.96771198,21.1192,0.00395526,4.71714955,-347.82433718,True,False
fx,t,2022-05-14/2022-05-20,2022-05-16,2022-05-13,1103,0.00508342,0.08318988,0.88421642,0.9674063,20.9178,0.00394922,4.72515489,-349.80950607,True,False
fx,t,2022-05-21/2022-05-27,2022-05-23,2022-05-20,1108,0.00509163,0.08308282,0.8840054,0.96708821,20.7123,0.00393326,4.74266002,-350.95101004,True,False
fx,t,2022-05-28/2022-06-03,2022-05-30,2022-05-27,1113,0.00515716,0.08524746,0.88138269,0.96663015,20.4231,0.00393123,4.69442395,-348.83615751,True,False
fx,t,2022-06-04/2022-06-10,2022-06-06,2022-06-01,1116,0.00517842,0.08618282,0.88021789,0.96640071,20.2813,0.00392585,4.69749214,-348.08300808,True,False
fx,t,2022-06-11/2022-06-17,2022-06-13,2022-06-10,1121,0.00511471,0.08902208,0.87813763,0.9671597,20.7581,0.00394645,4.67045696,-345.75462274,True,False
fx,t,2022-06-18/2022-06-24,2022-06-20,2022-06-17,1126,0.00494871,0.09003548,0.87846709,0.96850257,21.658,0.00396377,4.65634202,-343.90678209,True,False
fx,t,2022-06-25/2022-07-01,2022-06-27,2022-06-24,1131,0.0048138,0.09011345,0.87925296,0.96936641,22.2787,0.00396411,4.66333184,-342.41168787,True,False
fx,t,2022-07-02/2022-07-08,2022-07-04,2022-07-01,1136,0.00488244,0.08759577,0.88123937,0.96883515,21.8929,0.00395809,4.62246942,-344.10485623,True,False
fx,t,2022-07-09/2022-07-15,2022-07-11,2022-07-08,1141,0.00493001,0.08711548,0.88132453,0.96844001,21.6144,0.00395235,4.62110962,-345.40659531,True,False
