obs_id,buyer_id,quarter,latent_weakness,utilisation_frac,dpd_max_days,history_months,order_concentration_frac,true_pd_12m_frac,default_12m,split,label
OBS_00147,SYN_0147,1,0.57342709,0.42669036,31.0,8.92502554,0.733566,0.17676083,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00148,SYN_0148,1,-0.26423719,0.14038233,18.0,11.53684015,0.19918975,0.02931639,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00149,SYN_0149,1,1.05962362,1.06659284,9.0,39.91966522,0.50550455,0.13037253,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00150,SYN_0150,1,-0.19688974,0.62032754,0.0,62.1407585,0.58433645,0.02761398,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00151,SYN_0151,1,-0.3232933,0.46101808,0.0,26.121794,0.32109878,0.02621032,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00152,SYN_0152,1,1.3281322,0.60832029,0.0,15.03187381,0.56988966,0.06108771,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00153,SYN_0153,1,-1.62072761,0.17773682,0.0,12.27054149,0.05379656,0.01257755,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00154,SYN_0154,1,0.71186593,0.50587208,9.0,27.73460558,0.11211442,0.0301164,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00155,SYN_0155,1,1.33439241,0.20803029,0.0,7.85060711,0.24134044,0.01886722,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00156,SYN_0156,1,-0.6452052,0.75971475,0.0,10.89542446,0.25767067,0.0598595,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00157,SYN_0157,1,0.75444459,0.41741802,19.0,14.69473448,0.12382894,0.04719296,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00158,SYN_0158,1,0.51350242,0.66314877,100.0,34.22721834,0.41243873,0.70424321,1,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00159,SYN_0159,1,0.95714074,0.7676518,39.0,13.73341395,0.04288647,0.1812407,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00160,SYN_0160,1,-0.05469931,0.54949955,0.0,18.76974117,0.03834222,0.02469682,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00161,SYN_0161,1,-0.26150471,0.22343698,0.0,36.15174414,0.32003471,0.01295561,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00162,SYN_0162,1,-0.37868786,0.15571048,19.0,57.87109009,0.17701736,0.01315526,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00163,SYN_0163,1,0.51530616,0.78411642,0.0,19.62340315,0.05914983,0.04151359,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00164,SYN_0164,1,0.12530409,0.6454716,25.0,47.49615858,0.09294781,0.05185215,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00165,SYN_0165,1,0.04250325,0.7601692,0.0,40.28787794,0.21179759,0.03344973,1,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00166,SYN_0166,1,0.15983464,0.68092714,15.0,48.001794,0.30339585,0.0498435,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00167,SYN_0167,1,-0.25322387,0.3542857,0.0,55.0956208,0.20777815,0.01045293,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00168,SYN_0168,1,-0.53084654,0.65230885,0.0,16.71513214,0.05707213,0.03285393,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00169,SYN_0169,1,0.40581699,0.81536514,10.0,41.09960313,0.23759866,0.05656737,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00170,SYN_0170,1,0.0582151,0.83288446,0.0,19.08717479,0.13881153,0.05170046,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00171,SYN_0171,1,0.60956424,0.34937912,0.0,17.29770136,0.12360952,0.01841351,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00172,SYN_0172,1,1.76235738,0.5507262,3.0,15.66948255,0.27916883,0.04079822,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00173,SYN_0173,1,0.91220596,0.80382153,0.0,55.36496333,0.09918759,0.02403229,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00174,SYN_0174,1,0.36262613,0.39831515,0.0,20.70850685,0.15916314,0.02022066,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00175,SYN_0175,1,1.08085995,0.90951535,0.0,19.00481754,0.18311984,0.0644799,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00176,SYN_0176,1,-0.57754463,0.57445845,0.0,62.85393595,0.364766,0.0182724,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00177,SYN_0177,1,1.76562729,0.98849102,0.0,67.58448775,0.17979766,0.03209243,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00178,SYN_0178,1,0.04405163,0.54159407,0.0,21.9226474,0.21881782,0.02930917,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00179,SYN_0179,1,2.41020314,0.77014999,36.0,9.98666371,0.19581228,0.20740727,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00180,SYN_0180,1,2.23985436,0.93694488,1.0,27.54083471,0.47445004,0.08910953,1,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00181,SYN_0181,1,-0.02716069,0.70659599,10.0,58.88964967,0.03861807,0.02494758,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00182,SYN_0182,1,0.73966896,0.47002338,14.0,20.97091416,0.09361245,0.03734653,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00183,SYN_0183,1,0.61571636,0.6731597,0.0,17.83809295,0.0415606,0.03298019,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00184,SYN_0184,1,-0.32863409,0.28740614,0.0,16.67597718,0.21556271,0.01844586,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00185,SYN_0185,1,-0.0029733,0.59233055,0.0,18.13532486,0.29256906,0.03866494,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00186,SYN_0186,1,1.14107932,0.6820953,11.0,30.40456706,0.18281373,0.04980176,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00187,SYN_0187,1,0.86852113,0.64039388,9.0,33.07610722,0.09939001,0.0359491,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00188,SYN_0188,1,-1.51240714,0.26546594,0.0,16.6240168,0.0539139,0.01408843,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00189,SYN_0189,1,1.41348077,0.28718242,0.0,28.72365891,0.37008314,0.01829135,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00190,SYN_0190,1,-0.33009739,0.29925263,11.0,11.05203341,0.16906705,0.03040547,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00191,SYN_0191,1,0.6774823,0.83092055,4.0,14.07755627,0.22375016,0.07313284,1,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00192,SYN_0192,1,1.12410569,0.51903598,5.0,8.84084097,0.24411934,0.04440043,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00193,SYN_0193,1,-1.17310703,0.32783601,0.0,51.84116652,0.02356507,0.0081115,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00194,SYN_0194,1,-0.52989704,0.65304184,0.0,34.09502256,0.08195414,0.02486654,1,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00195,SYN_0195,1,0.61729698,0.7305146,0.0,55.24891752,0.31999195,0.02773718,1,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00196,SYN_0196,1,-0.92652109,0.0,0.0,27.43388441,0.07094771,0.00657562,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00197,SYN_0197,1,0.96519852,0.61010408,0.0,16.54008446,0.21634939,0.03730564,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00198,SYN_0198,1,0.74261098,0.6205582,13.0,51.89247058,0.26980678,0.0361648,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00199,SYN_0199,1,0.49857431,0.41292234,0.0,17.06467612,0.4393625,0.03265184,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00200,SYN_0200,1,1.2152953,0.58324001,17.0,16.75540699,0.18002358,0.06440329,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00201,SYN_0201,1,-0.54943037,0.51416936,0.0,84.37070769,0.20141809,0.00860421,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00202,SYN_0202,1,-0.1294114,0.42003988,5.0,29.09006038,0.08204687,0.01997593,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00203,SYN_0203,1,0.64529563,0.6511985,0.0,34.49026785,0.12649829,0.02612835,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00204,SYN_0204,1,0.17118821,0.8543718,20.0,34.18972641,0.09277713,0.08351643,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00205,SYN_0205,1,0.80357114,0.34908001,15.0,29.7477915,0.11887575,0.02642448,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00206,SYN_0206,1,-0.24857277,0.67646959,2.0,17.07083104,0.1359668,0.04134334,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00207,SYN_0207,1,-0.71864916,0.07186939,3.0,141.90335937,0.38503963,0.00161728,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00208,SYN_0208,1,-1.00713862,0.61566112,0.0,61.5591094,0.03639512,0.013037,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00209,SYN_0209,1,-0.52069993,0.37824283,0.0,22.68534864,0.05030757,0.01607458,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00210,SYN_0210,1,-1.00126281,0.34424425,0.0,37.48367343,0.17383508,0.01348352,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00211,SYN_0211,1,0.73893519,0.67979196,5.0,9.63330304,0.03135089,0.04642063,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00212,SYN_0212,1,-0.05351829,0.59984038,0.0,33.05108402,0.05120058,0.02163996,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00213,SYN_0213,1,1.60869721,0.9633705,1.0,23.65217183,0.32036803,0.08251724,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00214,SYN_0214,1,-0.11026413,0.56839997,0.0,44.76251717,0.07225761,0.01679327,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00215,SYN_0215,1,-0.83938537,0.55378439,11.0,63.00716708,0.06727763,0.01793914,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00216,SYN_0216,1,0.48233036,0.7259471,14.0,44.53914723,0.1307663,0.04458674,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00217,SYN_0217,1,1.30014198,0.87165006,36.0,80.88935475,0.33353195,0.09620588,1,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00218,SYN_0218,1,0.07130359,0.41618331,6.0,32.25788354,0.11887796,0.02046145,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00219,SYN_0219,1,-0.82730973,0.32234588,0.0,35.30040312,0.13425008,0.01266331,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00220,SYN_0220,1,0.15554872,0.70374967,0.0,25.07654074,0.10530361,0.0337134,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00221,SYN_0221,1,-0.08879076,0.48820727,0.0,13.09757867,0.04428704,0.02414917,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00222,SYN_0222,1,-0.34825402,0.89931248,0.0,42.30263516,0.06345279,0.03564004,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00223,SYN_0223,1,0.820994,0.695076,0.0,7.00556335,0.12242906,0.04675505,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00224,SYN_0224,1,1.59262078,0.6392083,0.0,14.97997777,0.48012598,0.05797733,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00225,SYN_0225,1,-0.41552184,0.5389509,0.0,18.9495734,0.18104668,0.02921252,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00226,SYN_0226,1,-0.25384314,0.43872185,0.0,17.61551007,0.13126286,0.02249003,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00227,SYN_0227,1,0.65689945,0.87885081,0.0,22.54948472,0.1354096,0.05336442,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00228,SYN_0228,1,-0.75956664,0.27422065,0.0,59.59617154,0.17806319,0.00773493,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00229,SYN_0229,1,-0.41260617,0.25380066,13.0,170.59318436,0.06793277,0.00137127,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00230,SYN_0230,1,-1.27606105,0.38504869,3.0,86.44241766,0.03898041,0.00560265,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00231,SYN_0231,1,-1.59849173,0.01485363,0.0,62.31891948,0.21822052,0.0043748,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00232,SYN_0232,1,-0.25719181,0.29469742,0.0,40.29158737,0.05337031,0.00971954,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00233,SYN_0233,1,1.21014637,1.04486273,19.0,23.36137563,0.43152418,0.20813842,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00234,SYN_0234,1,-0.04676635,0.27916579,0.0,26.06192254,0.07233286,0.0125253,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00235,SYN_0235,1,1.50413164,0.89100734,36.0,15.98313493,0.43252599,0.29909519,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00236,SYN_0236,1,-0.89648386,0.61108996,6.0,34.35137556,0.08909226,0.02891157,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00237,SYN_0237,1,-0.73403984,0.0,0.0,18.98813066,0.07205807,0.00769709,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00238,SYN_0238,1,1.31159294,0.71106295,19.0,21.28807911,0.1109537,0.07652559,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00239,SYN_0239,1,-0.00953686,0.60515112,5.0,29.31647954,0.07780184,0.02959441,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00240,SYN_0240,1,0.35677424,0.55504239,0.0,62.49370794,0.13791239,0.01289923,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00241,SYN_0241,1,2.12506384,0.65922248,0.0,28.32621207,0.52674934,0.05086711,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00242,SYN_0242,1,0.54358892,0.71177492,13.0,10.42434595,0.31983399,0.09636706,1,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00243,SYN_0243,1,-0.23968291,0.52426017,21.0,19.14861793,0.56822418,0.10457544,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00244,SYN_0244,1,-1.08942809,0.33130786,0.0,35.7242221,0.0956186,0.01215029,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00245,SYN_0245,1,-1.50020258,0.40863909,0.0,11.69729493,0.01467575,0.01999731,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00246,SYN_0246,1,0.47861456,0.70339686,0.0,16.41114976,0.1946499,0.04434722,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00247,SYN_0247,1,0.40221131,0.35137509,7.0,64.82722038,0.03439412,0.00904622,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00248,SYN_0248,1,-1.12644434,0.40317871,0.0,103.93575733,0.05821674,0.00383979,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00249,SYN_0249,1,-0.05157448,0.16842281,0.0,10.61186335,0.11011763,0.01372916,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00250,SYN_0250,1,0.73047281,0.60252505,0.0,16.71347,0.24742862,0.03815154,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00251,SYN_0251,1,0.36693263,0.43557903,32.0,76.57977524,0.14902627,0.02783876,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00252,SYN_0252,1,-1.24110978,0.0,0.0,56.19729231,0.03947679,0.0036966,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00253,SYN_0253,1,-0.60768005,0.25304613,0.0,22.20258374,0.08163348,0.01285708,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00254,SYN_0254,1,-0.98377474,0.49917677,0.0,42.66136564,0.09082292,0.01537846,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00255,SYN_0255,1,0.81188074,0.63406146,31.0,6.25876465,0.35703948,0.17474354,1,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00256,SYN_0256,1,0.16548838,0.54097364,0.0,33.75962024,0.03371029,0.01833724,0,train,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
OBS_00257,SYN_0257,1,0.22709222,0.92203766,2.0,26.51382545,0.39648747,0.08262994,0,test,"ILLUSTRATIVE SYNTHETIC DATA — fictional buyer population, not real counterparties"
