week_end,published_utc,source,title,link,query
2022-03-11,2022-03-06T08:00:00Z,The Economic Times,Costlier crude oil pushing up raw material prices: Jindal Steel & Power MD,https://news.google.com/rss/articles/CBMi6gFBVV95cUxOejhwNVUtb0V6ZEMwU21RS3dMYlhVZi1aaGs3cHJCNEJ1d3MtMEY5eDVQX1pJN3B2SmNiWVhBeXA2WFBjV0w3VnhrTWhRTEhlQUgtUXJ3VlVoWkxvWlRULVlLNXdyQS1lWFVzWGhUNnVVek5lNnl6Zm5oeDhMQVBXb0ZSaVl5blEycTJnMU50REJMemVsa2lpT2dJTkw3V2tfQkFhX19odXh6S01DQ3BxZXhRNUp5VDJmQmMwU1diVkxQWGFZWUpxTXAyR01NUTZJZV9jdUJYZlRObWwwcmM0aUhBTHhfbjV4M2fSAe8BQVVfeXFMTS1ZMWg4ZmJiSFJFVHhXTkFpaXhPWTZGbXFLVlh5akNaaTVtOFQwSG1jbDVmM2NGQkphNTZUMkRmanI5Qi1OLW84ZF9wSVdwUTdQQUJFc3hpNlRYaXBmZkNBQ0FOMzN0aUZybmJRM0NrX3R5UERIRy04dlF6RE9LVVJEemc5SzZrMWduUWpSdTJnRkRFVExHcktNY1JzREhBV2lkekg3aVJ2WEU0UEF2bU91UUhqVWpZd3lTQ3Fsb3VsbDkyQXhsMEV3bGIzU3NZVnVBYy1yaEhoR1FxZ2huMmluYlhoS3BISjBxV2xmSjQ?oc=5,en-IN:metal prices
2022-03-11,2022-03-07T08:00:00Z,Reuters,LME nickel soars by a record 30% on Russia supply concerns,https://news.google.com/rss/articles/CBMitAFBVV95cUxOUFRfU1RNS3d6YUF5TUpYNlFra3VISnlTRlpWQUQwQVA0Q1lZRkYzdlotREdlRDVrZG1vV0FWMjFjbVJWZDBTbks1YlZrRVdGRmd5MnlGeHotY2JzQ25ERk9uMjM3WF8yWlp0RzBCQzA5UXdpTVlYS3VWb3pJYjhUYkJpTGgzazc2R2hnMHU4eUNOOWxNNnhBMjJwNVdoWlFkM1VrN1RZa3l2UjRDRjFyY1JUU3Q?oc=5,en-IN:aluminium LME
2022-03-11,2022-03-07T08:00:00Z,AL Circle,Ball Corporation begins to construct UK’s largest aluminium can production facility in Kettering,https://news.google.com/rss/articles/CBMiywFBVV95cUxORWtkVEZaTDZuX1RjTFI5LVMtS0lpQ1hYcGRtOXV4RFdBeFRadkFYWnpWQTRvNXJmYVExaExNS0lUc2ltMlhSYmFzWlA0aU8tekM4UjNmSGR0ZmQtZGI4VU55QmhpWDJwV091SzYyZndYSi14a3VBa1NwdFl4V0ZXb1N6ejNBLXVPNFprR2dXTm1saWdYLTU0MkYyR0RPWEx6ZGRvSmNXZnBWX25wcTNlUGpjbDV4ci1GMHNxYlB6bWNmTnlRMmFmYk5QYw?oc=5,en-IN:aluminium price
2022-03-11,2022-03-07T08:00:00Z,Treehugger,How Russia's War on Ukraine Affects 'Green' Aluminum,https://news.google.com/rss/articles/CBMiggFBVV95cUxQblZtWlR3WEFSc0xQUEE0alQ4NVhNTU1PbzZpWkVjRG9ZeWYwMXItVFNOMlpNekoxUXpqRzhaUzdRZXlmVTN1d3Q1RE5QRnRiSld3dm5kVXpnMTdoNTVIRGNFQnNoYnI3ckZuYkxNRnplbUVYaDBaMDRjaHF4X1A1a1ZB?oc=5,en-IN:aluminium price
2022-03-11,2022-03-07T08:00:00Z,EUROMETAL,"Stainless steel prices likely to see increases on higher demand, lower supply",https://news.google.com/rss/articles/CBMioAFBVV95cUxOZ1ZxNktOX2l5eG1tZHBDQnA0RTdzUEdKZlJweHZSbFpHaTM3a2pkbUJ4VThjcllNUEdnd2ZFbFlleE9Pck9vMGd5LXR1a1RhOEwydDBnNTloWDlPcktIWVNiam00LUNZckU5RktWUHBfakRVaVN2V0RUeUJoX1A4WEF4T1kyZ1NtN0VtQTBNY2JNb2VNSFphUjhQQ0NxLTJx?oc=5,en-IN:metal prices
2022-03-11,2022-03-07T08:00:00Z,Bloomberg.com,EU Steel Prices Surge on Hit to Supply From Ukraine and Russia,https://news.google.com/rss/articles/CBMiswFBVV95cUxPd1NDTUxQYWdCVUgtNWRrTXppZzNWeVhUcDktUV9UemtMYmNsR1ViMHF2b1JQNXNLX21SdGZQSG1ZUG1rT3ZJRnR2NXl2TEdROFNIU1JVT1RpYjFCWEZzSVk3dmwzV2VvMDNXdmdXcXBFVm1jOV8yQVF1RXdVNXV2ZXI2U1M5aUczYnRVVm82d2FUV1ZfMG1tY29DMjhuMWxlak1rVnE4VnoxNmo3MTI2YnNOYw?oc=5,en-IN:metal prices
2022-03-11,2022-03-07T08:00:00Z,barrons.com,U.S. Steel Stock Surges on Upgrade. Russia-Ukraine Conflict Is Set to Help Steel Prices.,https://news.google.com/rss/articles/CBMikAFBVV95cUxPNUpoMEQ1M1MwdHNHT3daMGNXYjl2alhnSmxLclJ1R00zMEJ0VGhLS2N3UDNJY19BQ1BvdV9ZY0VudXBLU3UyekN1SmRzeHdWblJzYWRHR0pYeENrM0c5MEdrRlFyLXRRYUtpVmw4ek1VUVRlZUMtZWpKRkRJUkJCeXU5a1ZkNmNkZGpMVkdNYUc?oc=5,en-IN:metal prices
2022-03-11,2022-03-07T08:00:00Z,Philstar.com,Philex Mining profits up in 2021 on higher metal prices,https://news.google.com/rss/articles/CBMioAFBVV95cUxNTHc1NnpBUnV6ZTR0VVpkalpUYlBqVzBZNkpUcG5NcTVFdnBQaVRlNXlheTlsakstMjVFWm94MURzNGlVamFLVVN6RDhXNk5ldmc4Y2ludVIzV3hSeUR0NEdESlhFenhyckg5YUYxNkRSRWRsa2VBWlF4VjYwNmptSHFJN1RiaE1ZSlp4N01PNTYya2NlczhLUTdKblJfODNS0gGnAUFVX3lxTE1DaGFWYVNKZlYxREUxbG5KRkNEb19FbDYxUk5xUVdzZnRtZ1ZvMzlPRzBzSjhBbTJYVTFfR3NZVG1xODYybkg2STVBa2Y2cU14dXFIVklkVVlqbXlmSHBmR3hsTmdjNlZHSHJsMlNXdjVOb0RmT05qcmMzWVpuZ1Z5SVpPLWlIZGc1MjlzU19JbGlQYTRLNTc0VTBBLWx3a09SdFZtQlhj?oc=5,en-IN:metal prices
2022-03-11,2022-03-07T08:00:00Z,news.pindula.co.zw,ZIF Urges Govt To Ban Scrap Metal Exports,https://news.google.com/rss/articles/CBMihwFBVV95cUxOclNZdlJPcnp4cXFCRW9SZ2FmLXdmdkVRY05FZF9mTzRjN3doUXhNNlFrRXhVbTlxQjZTcXlnRGJuRWs2Z2wzRktDdjQ0NlFCM2s1ZzFOREhPeHlXamJBRnZfdW9RekN6YWVnSGd6MnlHekF3TU91U2o2RDQ3elZmTG02LTdHUkHSAY8BQVVfeXFMTzItVlpzV1BDYTZGa0doYlBITEZXaWhrX1ExakdvLVp3VXRLNHJ1V1MyX2hQakhJYkdLNE84aEFqdnZSSVhuLXBwQ1Q4eXptc010eU1ZY201WFFoQ3FKYkQtTDFqTldaV2tHWVpOMnViRUdtRjhPbldqSXlGMF9FU1pqc2lRVnhmZlF2bm9UaWc?oc=5,en-IN:metal prices
2022-03-11,2022-03-08T08:00:00Z,Reuters,"LME forced to halt nickel trading, cancel deals, after prices top $100,000",https://news.google.com/rss/articles/CBMipwFBVV95cUxQZW9rQW5KcGdBaWxsOGJsc2ZtVlRrYV8teGZLR0Z2NmtXZEdTUFktWEFNWEc0NXM0SWxsNzROWGhjS0hnS1R6Y1JqVkN4NU9xbmhxWEU2cDk1YlpLYTBoa1RSNkFYOVFHZWtCVVQwaUg1clAyd0dDMXJDVWZKM2U0ellDbW1HeVd2Ql9IX1QwR3E3WTd2MVBwZV9RYzVRdWFMZ3AwWG00TQ?oc=5,en-IN:LME metals
2022-03-11,2022-03-08T08:00:00Z,Reuters,London Metal Exchange cancels nickel trades after price doubles,https://news.google.com/rss/articles/CBMirAFBVV95cUxOWWdjMndVbXU1eFZZdEhRMkVnMXd4SmdYWk1nZFp4VklnNldpNG9YOS0wU0FiVlVRZmZIZnVGLVdkRXN5cjlqMDdyOS1qc0UyUEFsSTU0OUNQUmkwUEFtWkowMG1uZFd0R2pQVzZfbks4MFRfZGloa0pGV19na2QxcVplX0tCTV85ZlZ6LWlkTWptLWJ1Ym9uV3dfWU51cldNRjgzY1h4Nk5XYm9h?oc=5,en-IN:LME metals
2022-03-11,2022-03-08T08:00:00Z,The i Paper,What is nickel used for? Products that could be affected by metal's sharp price rise and why it,https://news.google.com/rss/articles/CBMinwFBVV95cUxOWTJTalFqblNCeExiN29XNWxfTktPTzdzZmNVZWRxV2FXZG1pN3BJeUpjMXJCVFZLeWw4LXJLUjRzeHNjUENoNWQ5UXdjRWViUjRHRzF0ZWdvUWhfM3Nhd2pJem5pQmtBaF9BSkF2UzBZeDlIRi1nTjN5Wk5CQjdwcjVDdW4xeHhiMEdZVUN5akVfUlJWSXZ4YTQ2cUlLV3c?oc=5,en-IN:LME metals
2022-03-11,2022-03-08T08:00:00Z,barrons.com,"Tesla Has Inflation Problems, Too. Metals Prices Are Soaring.",https://news.google.com/rss/articles/CBMijgFBVV95cUxPaHY1NVZyaFRvUkQxMlMtMkpRaFNYa2JRRnZPNU1RUkk0OE9MMUJ3TmtnSnpQV3dMeGppVUt2dlZ0WkxkTEJTUWhoNlFXNi1fUmNuaDFjSkFiWTlWa0dGNlZkWHBSZFBVcklHRURpMHVqV3JIc1c5aFUtTzVBRHpKWU9aQmVJQS0zVXRfV213?oc=5,en-IN:base metals
2022-03-11,2022-03-08T08:00:00Z,mining-technology.com,London Metals Exchange suspends nickel trading as prices explode,https://news.google.com/rss/articles/CBMikAFBVV95cUxNbVo4ODNPX2FYTFRZTGRzVHhzd0FVWk9pdHcxZldnOFZTZ0VyODdHWDE2cHhQMGVrOG5jT05jODIxc2ZxWWtwNXVMdmxRRDg3aXA5RXMwVGFuQmtpai1ZWWVoMmRqX1hCaG4tNTF6ZFh6ZVc3aklsZmc2S01nOGM1VzdHdFdtNkFuSWRWY3VOUC0?oc=5,en-IN:metal prices
2022-03-11,2022-03-08T08:00:00Z,Bloomberg.com,LME Halts Nickel Trading After Unprecedented 250% Spike,https://news.google.com/rss/articles/CBMirwFBVV95cUxPMEdPWkMtUXNONmhZdHV1YmlfZV83R3RtUmRfN1ltMXJ0bDNHUGZDS29Ld3VpNnN5c04yNkVsUTVONWxZcEtUYWZDVEZqQXA2aUlld1dRQ3ptQU00NV9NQmlYY2tIbVdhVy05VF9LZHdGekktMkp6ZEhDR1RMbEVwVkhZN1hJRl9SeVFVUl9wMFRiMnByeXRQV3UwTjhEVjd2bGlpTEI4Z2JCU1RRVHE0?oc=5,en-IN:metal prices
2022-03-11,2022-03-08T08:00:00Z,Business Recorder,Steel prices soar on rising raw material cost,https://news.google.com/rss/articles/CBMijgFBVV95cUxNNkFrd0RVd3FtOTZQZG9XSkVRNHBrLU90Z19zRDJLRW54OFFzbG1ZLXlWYjBJc043M1NwbDljaDFCamYzdkFPd2JhR1BreVhaaHlrUDc1eVlscG9vSDZpU2QteDRaME04WXYtOUFIM3l2YWJhUEJiM1hYTTkwaW45LVRYbnl5NUxTTjQ5MHdn0gFWQVVfeXFMT3prN0NEUmFjMVBGWGM5Z084WFNpR2oyUTZxVW5UbE81ay1TMTdqd3lMMU1DYV8wNFhVU1VnWFJaUnMzTlNXN0NTdld2Q3laczEyQ1Y4eGc?oc=5,en-IN:metal prices
2022-03-11,2022-03-08T08:00:00Z,The MediTelegraph,"With eye on metal prices, U.S. cautious on possible sanctions of Usmanov companies",https://news.google.com/rss/articles/CBMi5gFBVV95cUxNbWk5dE9XZTNkMDNQRk8xZmxKaXd2YVBxS0ZCbXVkUjdIVTVDQmFScWd5V2JHd3VIWEdodFFUSFF4S2tBNG9oRE8tMDUya2R2NXc2RWxKVFdtN1BJZGwtbHZsNDF2bjA4U0VGWDlndXNZeE90RlkwX3dOUU9XX3N2UWNGRmo1TWh4UkJqOEVqbU82WE92RTJTV0hKRHQ0SkZsenZBaE9OcnpUTk8tTXBycjNlSEhONmEtQ3ZhWEwtZlZxMWw4SGF2blZVU2hudWswVHRwZzVKdm1OQjByal8xXzNwMW9fQdIB5wFBVV95cUxNc0pCd3F2YlNuT2c5YlR0Ry16WkhLNERDckVyeFNCS2NuVjdoeDhMM1JnY1NBY1B3enFXS3dfUVhLXzU2WVRobWtLZVlQSkpzM0d2NGw2a2VBNHNtQktjWW02NG4tejNVOVNaVmNDT3I1YjB1NGRpUEdwU2RaYW9uOGc4SlIzX05XN0E4dUtiLXljWXJjUGVvNW1Oemp6bzFWN1hCSm4zUEtEZEZuWE93RjdaM2VNdGhSTFFiY3NEVm1fclVmQ1hDMjRXRUx4SlhBZDY1bXBSNE4xbHlzYzlsc2R1MzZNOWs?oc=5,en-IN:metal prices
2022-03-11,2022-03-09T08:00:00Z,Construction World,"Steel costs surge to Rs 5,000 per tonne amid Russia-Ukraine conflict",https://news.google.com/rss/articles/CBMiuwFBVV95cUxORU9FX3JUc1FiN1JqY25LbHBkYXhwc0d2MDJ3cXVNOGVGN05OUVVwUElxdHRzTUNsMjVOaldiS1Q1YWlHc1o0bmJFTGhlWXRQbHYtTU5pMTNXQVI3dzcwUUMtN0haUDRlRkFjZW1ZRHBsSXZBa3VoOVdtMDRBWnNFZDh0UDVmYUZSNmdMdEhCaVhKcXRHc3FERlBWQ25KeC1ZNWNRRjR2anVDZ2xHRmg4cWRkb21KdUk0NWRJ?oc=5,en-IN:aluminium price
2022-03-11,2022-03-09T08:00:00Z,mining-turkey.com,Metal Prices Surge Due the Increased Uncertainty,https://news.google.com/rss/articles/CBMihgFBVV95cUxQYVBVY3FYdk02blB6QVYyUXpNMlZpUWpIRTV3VUl2Qi1SVHR4Z3UwSlJCczUyUGJGN3pERjQzTllaQWhNR2ZiRjdTNnRrcUEyenZfY0N4V2FJUFpfZ1dGVHlTcy1FMjQ3RVZOODJlamh2MmhxVVFSMDktbjBtb3p0eno5OEFyQQ?oc=5,en-IN:aluminum prices
2022-03-11,2022-03-09T08:00:00Z,Republic-Times,"Ralph’s Recycling in Red Bud reimagines recycling, scrapping",https://news.google.com/rss/articles/CBMikwFBVV95cUxNRHFRMm1aRVNEVWUxOWNzYzdmZTVlUmdYUG1BQ0NxMGwxanNuTk5LdlNxbm8yTjhVcVFBUi1IWWZPS2pENExWZFVDc3ZsazExdHhCRzlZYjZxNnN0UVZEMkFYbDlKelJyZ2o5ZHFSYkxXMFczZVNpOEZ4TEVBY1NyTGk0Y3g4eFBKSkthOTlFcHE2cHM?oc=5,en-IN:aluminum prices
2022-03-11,2022-03-09T08:00:00Z,WSJ,Nickel Market Crisis Sends London Metal Exchange Scrambling to Prevent Damage,https://news.google.com/rss/articles/CBMi0wFBVV95cUxOZ0FKR0d1VHRMR0hOY3lzYmVYNkNYZVFybFcxb0kxSEtnMGk4MVdfYjZ2UUJEYmJNZ1JhWW9aTE9IbDg0YzZXZmFfcGgxOU1ZNVQ0X050LTh5MG9DWW5UYVpuX0R6ZHNISnlkSC14TTRGV0NoTXRZOXJPc1hNaEU5bmNKM3dUQzBEOW9jLVF1amhMbnpJOWxsVEZKS0E3TFJKMjBHX0NMQkpsbFR6bXpJbktVdWRzRHpoM0pKYnpiS0x1V2ozZkpvV0FRSG1qNWRuOThR?oc=5,en-IN:LME metals
2022-03-11,2022-03-09T08:00:00Z,mining.com,Nickel trade falls silent in throwback to LME’s darkest days,https://news.google.com/rss/articles/CBMikAFBVV95cUxONU1vakkzeTY4QTgzc0g1ZXN3VXJhbW53d2UtbjZ0Sy1CbE5EYVpSeGNKSGtvclFxdDFkb2EyZ09NOE9ycERXb1JPb3BIVFV5MFp3MjdPYUs1XzRWWWUxRmZvbG12cVByNEhuRU5kWHJ6OVB0MEU5ZEhVb19sUWJnVl9PMVNNTHcxQndhdU9SbHU?oc=5,en-IN:LME metals
2022-03-11,2022-03-09T08:00:00Z,barrons.com,"How Much Is a Nickel Coin Worth? More Than a Dime, Thanks to a Surge in Metals Prices.",https://news.google.com/rss/articles/CBMixwFBVV95cUxOOTczU1BqbW84R2N3amI4NXVjd29pbGVCOUFLVC1OT2N2eV9HYzB5cmFzUW1PRk9ITTVlNjlHcUxZZUFvU3FtQ2ZXNjZhSng5cHlhWnZBQ0gzWkktTmwzRm9XenNQUkg5THBTNVhlTjhYNmZKSU02QkRzc2xXTl9VQVFpZGgtV3lJVWxJWjVNNjFka01EUjRPd3JDeDZxa2xVd25MalNaS1pNOXdtZUlOSWxBVmwyOVFlb0x4TW83cWp5VW5ONWE4?oc=5,en-IN:base metals
2022-03-11,2022-03-09T08:00:00Z,WATE 6 On Your Side,"Buc-ee’s in Tennessee construction ongoing amid rising gas, metal prices",https://news.google.com/rss/articles/CBMirAFBVV95cUxPNUI1MjVhUTJaTU5qc2tzVmxmcUxYUWpRbU94d2JSenZYSkdHZHhHRkhzTWVlSEtha3dFTjhnc3BxZXhIS3BsXy0wS2RWUldYVTFGOEFFTmtuTHNpS3ZJekh3QU9FWjhYNGlGUWtCa25lUFVjLW1hVkNBYmk5U25RWXBmU090enNicml6UUQtZXdDTWRyTkljeVFhQXg0Qk4tdmV0bzVONFo2X2Rj0gGyAUFVX3lxTE55eDBiNVAyTGt5WDd6ejRJRlVnWUVnWFdJM1pBWmFSY0prbGRESzhKTS1mc3owRUQ3aUhzN2NrMXpYTnQ3QzBiOS1HRlUxNHpPNGw1dVRiRzJBX0ptWGd0WDExZWpsSEFvM2R3TW51dXRLeWtzRU9PVU9zb2dheUUxUDZLQ21CTC1ndHlIa0Nua1A3SW45OUM5NE5yY1RoM3dlRXhJak1vVjd2VG9nZEZTTkE?oc=5,en-IN:metal prices
2022-03-11,2022-03-09T08:00:00Z,The Economic Times,India's Jindal Steel expects Europe exports boost due to Ukraine,https://news.google.com/rss/articles/CBMi3wFBVV95cUxNYkJ5MGpleXpRX3NNRjBkQW1LdS05T25aWTk5NGl3UnBMTlh0NzlKZnE2RnVQejk0QmNWZzJESEM0Z194ZnNHQlF3TUJwZUVPQzJ2WUlqSGxKdFBjQUZHaGNVTmt0TzJRR3pIWWJ4elZ1T0FTQ0tpdEdHamZJeldxT2hmX1l6MHdoMnM2Q1M1YThFSXFvX01yY3Njd2xBRWdZMHQyZGNhUUlLSkRic0FEbHhsNHJha2RxSjgya2xlSXVFQVhqRk1ESThuLV91Uk9aT2hBRlZDQXhsUWRUUTVv0gHkAUFVX3lxTE02emUzeDgySGJXWHZ0OFU1Wkp4YWV4cDJ1c1ZldjVuTEo4SjJGVGZqSG4xcDBqS0JXcFFTVEJwOE1td1hFOEdELUJ1T2VtdjlaTkJtb1NFdHVtVFEtVVNreHdiUVluUk9hWmJncUdnZkF5NWhxVzlEUHBQY2F4Ri1iX0VRdnpLak5MRUp4UjdwbzhPMmRzLUp3YmpwSnlBSkZMVHhBbTExOFpaNHJSWXZFR0JEQWZlcUw3U29lSEdSUDBNLXNRRzFVU1cyaHZKT1NEOXhQVFpsSGFxT1VyXzB1TllxYg?oc=5,en-IN:steel prices India
2022-03-11,2022-03-10T08:00:00Z,Brujulabike.com,Orbea Terra drops in price with its new aluminium version,https://news.google.com/rss/articles/CBMihAFBVV95cUxQZXpEbmduUU1BdEVsOWx2ZTR5QTByUFRiM0k4dXU2T3ljZ0M4Xy1UejFtZW5iOWVxTDJJWXBpcVczWWVncmhQMVBhNklYM0pJS2NfUGtnd2JUYU5fX1JzQ3Nmby1FZjhBM1hNSDJMWXNKLS1CNlFvZWpMUzdtWDVMa0NGTGE?oc=5,en-IN:aluminium price
2022-03-11,2022-03-10T08:00:00Z,CBS News,Soaring metal costs could push new car prices even higher,https://news.google.com/rss/articles/CBMie0FVX3lxTFBQQVJlVEdxVWx1VlhhbnEwQm9XX1BqckFOeGpBRUlvMy1MME8tVjc1a3ZWRWJ2VGFPWWJzVVVUM1p2RlBCNUNvSTJFR1dwTHdwS29UdWRKNVNfVFJSWU1tYlJ4WUVPeGRPcDlLaXVSLTBQQm53YTBQTkhJc9IBgAFBVV95cUxQaTNGcFU0Z05KX2VmYmJQbFpsSlUwMU9wVXNCRktjOGU1d21aejlGNGlqUVRNR0JFazhIZHRya0ptaHhLMWZSZkN1YVdQQW51cWIxNldzLU5VQS1JMU1rUDRoaWE3Q1hBWldSc1VHWVBEbWhkdDlTR0lpb2dHZGRmbg?oc=5,en-IN:aluminium price
2022-03-11,2022-03-10T08:00:00Z,Fox Business,"Metal prices hit record highs, costs of consumer goods to rise",https://news.google.com/rss/articles/CBMi2gFBVV95cUxQdjNTWF9INkxBMFQzQjduci05eHdka0JxejdVWHRiMTRNV0pESEtobVBKLXllWVlqOEVNV2dVU0tnNXV4dUMtWkdHVzcyTEFQY09obHVhcHAtSVd5eVZNNmQ5WEhfUDhNNmdsbnFtcWpYUjNldWxLRjA1LWdjUWRJN2FtVms4OGtpeUJXbFhyb19pN1F0eDZ2M0dMUF9UaXFkUGh0MmZjdGN4a3VabWVFd1M4RmFseFp1OXVoZjM0YmE5eDUwMld1R3NZVDl3VFJtY2c5Q2xrbHVPUdIB3wFBVV95cUxPU3loNU5oWDVVcllSVTVXNnh0VXRNSkN1SHhvemgwZlFBQ0o4bHphZkg3Wm0zcEpDcTFFTXgtTHBFTzluV2FacmdaNzBTV3ppZjFsc19xb2cweS1QblhGZXd6RG0yZW5rWjBncXhSY0J1dnJuSHFJNE1CQU84NFM4VWRoUHZId2RxVGRWS1NRQlNnazBlSTNPSnc2cERmSi1HTjEwQlJLd1dlV2FBQU8yVXk4NDBBd0UtZVNoR1lqSnNyYUZhTnViUVpjaUVkRlg1QzBzNDlNNEgwMVZxd0Fv?oc=5,en-IN:aluminium price
2022-03-11,2022-03-10T08:00:00Z,BikeRadar,Orbea launches Terra Hydro aluminium gravel bike,https://news.google.com/rss/articles/CBMiY0FVX3lxTE93djEtbGJhekJldG5TSFVHdmxkRzczU2xlel90NWMtcUhrRndESkh5cVhsWGNSdkJIZHVpM0tfa1RJRERVMk9vUWdoQjRkVnJ1T2NPdEdUY1h6ODFCS3F0cTR4NA?oc=5,en-IN:aluminium price
2022-03-11,2022-03-10T08:00:00Z,cyclist.co.uk,Orbea Terra H: Handsome aluminium gravel bike offers mounts and versatility,https://news.google.com/rss/articles/CBMiiAFBVV95cUxNckRpc0NEZ2xBdVI2N25jZzdGaEFOeC04VElKeUdsTFdxWHhHeUxuQVhnT0dLQTBTVFdSemhUajVUeEhZR1JyME5xZnZxSkRhTGE4QnJYZFVoTG1YZEdqT2s0czdtOUxmeTd0eWJ5NkZCc1hpU0doS1JVRXpwSlNCdDZTaGRtSVBI?oc=5,en-IN:aluminium price
2022-03-11,2022-03-10T08:00:00Z,Irish Mirror,Billionaire owner of Limerick aluminium plant sanctioned by UK government,https://news.google.com/rss/articles/CBMilgFBVV95cUxPN3pvZXdTZklnREVUVTA0M2JjbTBCU1RELU1KMERLWGJvZHJTV0ZuV3V5M0NVZWN0azJPZUt0UmRWMms2cEFHbDdZTWQ4TXlHRjVuTnhVczVoTUtpNzVra1E5RUFndU1lTHp2UEl1N2QtLVJEaFl3OGJYZ0JsMFczbVk2S2JOeXJ4STFVNGN3a2VXdXJZX1HSAZsBQVVfeXFMT3piWlpES0ZuNl83M1BlQnhGU05YeEt0ZVZfeWMyN0E0UVp0dHlsVHlQeEVEQWdHN2lXX1hyR0pvZ2pwcFA3aFBWdF85NC1NZmVNZ0tma3lZSWliYktrY1YtTVV6dF9hbE1mR21rWDlyQ01iWmVyWXhQb3prVHJZSEYzcmd2bUtITERFZzI1MDRZN256cGtTalNfa1U?oc=5,en-IN:aluminium price
2022-03-11,2022-03-10T08:00:00Z,Innovation News Network,The Ivigtût project: Mining for green energy metals,https://news.google.com/rss/articles/CBMimwFBVV95cUxPZDE3Yk9Ec1dmU0RodExhSWxPbGxvb2VQaXd1aTlTZXhaSldxbWMyQVQtRXU3OFA4YVZybFlpcElzb2tBRXRoSGpPR3F3V1JFazZEZjczbWlYNWVTNWpEb1NvM3h6WTJyM0FJZ0c3N2E3azNVT2pJUmZ4YVIxN3VseEpIWU9PcmF5WlNMb296anJWT1dSbzVlcVNiMA?oc=5,en-IN:base metals
2022-03-11,2022-03-10T08:00:00Z,Business Standard,ESL Steel - Multibagger in Russia Ukraine War,https://news.google.com/rss/articles/CBMiwgFBVV95cUxQUkg5VG5kUEQ2c1hLMVRiSjNCenYwZlBHaDVHUHJtTzhNdUNOM0hodExyb1Nwbkl3ODE4WjdCNkVWc28ySU5LQzM2NjBzel9IdXNaY0ZvdTBEc1Y2NXpXY0p6ZDNQS2lSREFJeXZvN29lLTEwSVJqTW83bkRQc0JEWlhFckFXaWxhS0pxZnZiVmtWUTQwYlJsRXVJYm9CWlpsSE4ycjN6WWJvQXJYdmN3dWw4Q3VPMzd3QUNBSFFmbVMtUdIBxwFBVV95cUxQLW5hYnY2RWtOc1FSXzNiOE16YklqZGNMWmFvUEZuZU5RQzZwTVRwdmhPZjdHR05XYUR6dll6WDdBVUhVdWQtMXMxWHNCdEppckVkMkVPWmR2ckdma0ZZU1VDRFlDZzVEMnZjZVZ6ckU0X3BsTHVpQTRmZ1l1S1M5NVFMSDYxWEFRa181MDYta3RwWmw5SlVwb3I3bHVjWWVrQW1NNnlPbkNsZkE2d0JMWUp0RVRENnk1QURTN3pBd2oxSVU4U2Q0?oc=5,en-IN:metal prices
2022-03-11,2022-03-10T08:00:00Z,Equitymaster,Tata Steel vs JSW Steel: Which Steel Stock is Better?,https://news.google.com/rss/articles/CBMivgFBVV95cUxNX3NRVHZyNTdMNXFpbjJzQ2FESERpY1pla0xFOXRLbFhKQ1pMd0U2QzZ4WkpDdjU2c09udEI4VHpxeGF4aklTazJ4SXpJUGp5LXZNQVpQX2pXOWctX0FpRW9zUU9XOTVaNWNwT3NWaDF1cUN3MFdRT3Yxckp4UzE0czBYSEJHWlBYazRTMXJZODNkTFdBZlUyd1RlcXh4cXFSenNPazRvdk0xeDhQSFQzYjBUMWcyX0ZtdjU1ZXpB?oc=5,en-IN:steel prices India
2022-03-11,2022-03-11T08:00:00Z,Interior Design Magazine,Dedalèo Cofounders Reimagine the Kitchen With Tubular-Steel Modules,https://news.google.com/rss/articles/CBMipwFBVV95cUxNQlFDaExpNW5ENkpOUFJZa3VUVHhJSWxPSUI2cTZacHFHY28zRmlqb0EwaGgtbGE1V3Etc0xWM3UzMEZDSGtRRDM5TFQxLV9rY0ZrOEJyLUw3RXdqLTVNTmpFU2diRi1KTmhlUDlHMTNTT0VvNFhnNEtoT1F0R0xRaXFia2ZTN3FNblZDZVdydW9qZHQxR1J6VUFISVRCRjd6TnlHSHRrTQ?oc=5,en-IN:aluminum scrap
2022-03-11,2022-03-11T08:00:00Z,Reuters,"COMMENTARY: Nickel, the devil's metal with a history of bad behaviour",https://news.google.com/rss/articles/CBMipAFBVV95cUxOaFcyWWNsZUZwUnlZcVpGVThITDcyTFRlSEE5TUlfWEczZXNzYTBhQU9qTEJSOVFaZlBkNlYtQ2FGNllNdEdBdE84VC1wVUhiVmtLM1YwTDJaR3ViWDhiY1lFZXBDSjh5OEQ1ZUVwYTN5YXVxcDNVcHd5LTd0ZTdrOXhKd29lazFSNmJ1MHcyY0lMX3ZmejFleFZvX19hLWRXYzlicQ?oc=5,en-IN:LME metals
